Label,Notation,Parent Notation,Sort Priority,Description
Total,T,,1,
Total less crude oil,T-C,T,2,
Total less erratics,T-E,T,3,
Total less oil,T-O,T,4,
Total less oil & erratics,T-OE,T,5,
Sum of 14 commodities,T14,T,6,
Total less crude oil,TminusC,T,7,
Total less erratics,TminusE,T,8,
Total less oil,TminusO,T,9,
Total less oil & erratics,TminusOE,T,10,
Food & live animals,0,0plus1,11,
Live animals,0,0,12,
"Food, beverages & tobacco",0+1,T,13,
Unmilled cereals,01.1A,4,14,
Fresh or chilled vegetables & vegetable products,01.1B,5,15,
Straw & forage,01.1C,8,16,
Raw tobacco,01.1D,12,17,
Oil seeds,01.1E,22,18,
Fibre crops,01.1F,26,19,
"Cut flowers, seeds",01.1G,29,20,
"Fruits, nuts & berries",01.2A,5,21,
Beverage crops & raw spices,01.2B,7,22,
Oleaginous fruits,01.2C,22,23,
Natural rubber,01.2D,23,24,
Other perennial crops,01.2E,29,25,
Live animals,01.4A,0,26,
Snails,01.4B,1,27,
Eggs in shell,01.4C,2,28,
Honey,01.4D,6,29,
Other edible products of animal origin,01.4E,9,30,
Hides & skins of other animals,01.4F,21,31,
Shorn greasy wool & other animal hair,01.4G,26,32,
Bovine semen,01.4H,29,33,
Beeswax,01.4I,43,34,
Natural gums,02.3A,23,35,
Raw cork,02.3B,24,36,
Other wild growing products,02.3C,29,37,
Live marine mammals,03.0A,0,38,
Fresh or chilled fish & shellfish,03.0B,3,39,
Other aquatic plant & animal products,03.0C,29,40,
Unworked pearls,03.0D,66P,41,
Cereals & animal feeding stuffs,04+08,T,42,
Cereals & animal feeding stuffs,04plus08,0,43,
Bituminous or oil shale & tar sands,06.1A,27,44,
Crude petroleum oils,06.1B,33O,45,
Other minerals,08.9A,27,46,
Peat,08.9B,32,47,
Unworked precious stones,08.9C,66P,48,
"Food, beverages & tobacco",0plus1,T,49,
"Food, beverages & tobacco",0plus1,T14,50,
"Food, beverages & tobacco",0plus1,TminusC,51,
"Food, beverages & tobacco",0plus1,TminusE,52,
"Food, beverages & tobacco",0plus1,TminusO,53,
"Food, beverages & tobacco",0plus1,TminusOE,54,
Beverages & tobacco,1,0plus1,55,
Meat & meat preparations,1,0,56,
Planting material,1.3,29,57,
"Fresh, chilled or frozen meat, meat products for human consumption",10.1A,1,58,
Meat meal for animals,10.1B,8,59,
"Hides & skins of cows, goats & sheep",10.1C,21,60,
Pulled greasy wool,10.1D,26,61,
"Inedible offal, unworked bird skins & feathers",10.1E,29,62,
Crude animal fats,10.1F,41,63,
Worked bird skins & feathers,10.1G,89I,64,
Processed & preserved fish & shellfish,10.2A,3,65,
Fish meal for animals,10.2B,8,66,
Inedible products of fish & shellfish,10.2C,29,67,
"Processed & preserved fruit & vegetable, fruit & vegetable juices",10.3A,5,68,
Vegetable waste,10.3B,8,69,
Oilcake,10.4A,8,70,
Margarine & similiar edible fats,10.4B,9,71,
Flours & meals of oils seeds & fruits,10.4C,22,72,
Cotton linters,10.4D,26,73,
Processed animal oils & fats,10.4E,41,74,
Vegetable oils,10.4F,42,75,
Hydrogenated fats & oils and vegetable juices,10.4G,43,76,
"Milk, butter, cheese, yoghurt, ice cream etc",10.5A,2,77,
Lactose,10.5B,6,78,
Casein,10.5C,59,79,
Processed cereals,10.6A,4,80,
"Vegetable flour & meal, tapioca",10.6B,5,81,
"Glucose, fructose etc",10.6C,6,82,
"Bran, residues of starch manufacture",10.6D,8,83,
Maize oil,10.6E,42,84,
Starches,10.6F,59,85,
"Bread, cakes, biscuits & pasta",10.7A,4,86,
Couscous,10.7B,9,87,
Meat extracts & juices,10.8A,1,88,
Processed eggs,10.8B,2,89,
Sugar & sugar confectionery,10.8C,6,90,
"Processed tea, coffee, cocoa, chocolate & spices",10.8D,7,91,
Residues of sugar manufactures,10.8E,8,92,
Food products n.e.s,10.8F,9,93,
Food-grade salt,10.8G,27,94,
Vegetable extracts,10.8H,29,95,
Prepared feeds for farm animals & pets,10.9,8,96,
Beverages,11,1,97,
Distilled alcoholic beverages,11.01,11,98,
Wine lees,11.02A,8,99,
Wine,11.02B,11,100,
Cider & other fruit wines,11.03,11,101,
Other non-distilled fermented beverages,11.04,11,102,
Brewing dregs,11.05A,8,103,
Beer,11.05B,11,104,
Malt,11.06,4,105,
Soft drinks & bottled wines,11.07,11,106,
Tobacco,12,1,107,
Tobacco products,12,12,108,
Processed textile fibres,13.1A,26,109,
Wool grease,13.1B,41,110,
Textile yarn,13.1C,65,111,
Woven textiles,13.2,65,112,
Rags & worn out textiles,13.9A,26,113,
Textile articles n.e.s,13.9B,65,114,
"Cushions, pillows, quilts etc",13.9C,82C,115,
Imitation fur,13.9D,84,116,
Powder puffs,13.9E,89OC,117,
Parachutes,13.9F,89I,118,
Worn clothing,14.1A,26,119,
Hat shapes & forms,14.1B,65,120,
Clothes & clothing accessories,14.1C,84,121,
Articles of fur,14.2,84,122,
Knitted & crotcheted hosiery & cardigans,14.3,84,123,
Leather & leather articles n.e.s,15.1A,61,124,
"Travel goods, handbags etc",15.1B,83,125,
Non-metal watch straps,15.1C,88C,126,
Footwear,15.2,85,127,
Wood simple worked,16.1A,24,128,
"Wooden stakes, wood flour etc",16.1B,63,129,
Processed & waste cork,16.2A,24,130,
Wood & cork manufactures n.e.s,16.2B,63,131,
Prefabricated buildings of wood,16.2C,81I,132,
Wooden parts of footwear,16.2D,85,133,
"Basketware, wickerwork & other articles of plaiting materials",16.2E,89OC,134,
Handles for umbrellas & walking sticks,16.2F,89I,135,
Wood pulp,17.1A,25,136,
Paper & paperboard,17.1B,64,137,
Paper & paperboard articles n.e.s,17.2A,64,138,
Wadding & textile wall coverings,17.2B,65,139,
Paper labels,17.2C,89I,140,
Printing type & blocks,18.1,72I,141,
"Coke, semi-coke & retort carbon",19.1A,32,142,
Coal tar & pitch,19.1B,33R,143,
Briquettes,19.2A,32,144,
Refined oils & other petroleum products,19.2B,33R,145,
Petroleum gases & other gaseous hydrocarbons,19.2C,34,146,
Crude materials,2,2plus4,147,
Dairy products & eggs,2,0,148,
Basic materials,2+4,T,149,
Trees & their seeds,2.1,29,150,
Wood in the rough,2.2,24,151,
Industrial gases,20.11,52,152,
"Metal oxides, peroxides & hydroxides",20.12A,52,153,
Other dyes & pigments,20.12B,53,154,
Processed sulphur,20.13A,27,155,
Roasted iron pyrites,20.13B,28,156,
Inorganic chemicals n.e.s,20.13C,52,157,
Unworked synthetic precious stones,20.13D,66P,158,
Fuel elements for nuclear reactors,20.13E,71MK,159,
Wood charcoal,20.14A,24,160,
Products of tar distillation,20.14B,33R,161,
Organic compounds n.e.s,20.14C,51,162,
Derivates of vegetables or resin products,20.14D,59,163,
Animal & vegetable fertilisers,20.15A,27,164,
Chemicals used as fertilisers,20.15B,52,165,
Other mineral & chemical fertilisers,20.15C,56,166,
Plastics in primary forms,20.16,57,167,
Synthetic rubber,20.17,23,168,
Pesticides & other agrochemical products,20.2,59,169,
"Paints, varnishes & printing ink",20.3,53,170,
Glycerol,20.4A,51,171,
"Perfumes, cleaning, polishing & toilet peparations n.e.s",20.4B,55,172,
Artificial waxes,20.4C,59,173,
Chemically modified fats & oils,20.5A,43,174,
Essential oils,20.5B,55,175,
Other chemical products,20.5C,59,176,
Unexposed photographic film & other photographic supplies,20.5D,88I,177,
Matches,20.5E,89OC,178,
Writing & drawing ink,20.5F,89I,179,
Unworked man-made fibres,20.6A,26,180,
Man-made filament yarn,20.6B,65,181,
"Hides, skins & furskins",21,2OCM,182,
Pharmaceutical compounds,21.1A,51,183,
Other basic pharmaceutical products,21.1B,54,184,
Pharmaceutical preparations,21.2,54,185,
Oil-seeds & oleaginous fruits,22,2OCM,186,
Reclaimed rubber,22.1A,23,187,
Rubber products n.e.s,22.1B,62,188,
Rubberized textile fabrics,22.1C,65,189,
Rubber clothes & clothing accessories,22.1D,84,190,
Rubber soles & heels,22.1E,85,191,
Appliances for ostomy use,22.2A,54,192,
Plastics in non-primary forms,22.2B,58,193,
Linoleum etc,22.2C,65,194,
Plastic parts of lamps,22.2D,81I,195,
Plastic clothes & clothing accessories,22.2E,84,196,
Plastic soles & heels,22.2F,85,197,
Other plastic articles,22.2G,89OC,198,
"Plastic packing goods, floor coverings, office supplies etc",22.2H,89I,199,
Crude rubber,23,2OCM,200,
Yarn of glass fibre,23.1A,65,201,
Glass & glass products n.e.s,23.1B,66minusP,202,
Glass electrical insulators,23.1C,77I,203,
Glass parts of lamps,23.1D,81I,204,
Refactory products,23.2,66minusP,205,
"Bricks, tiles etc",23.3,66minusP,206,
Ceramic articles n.e.s,23.4A,66minusP,207,
Non-metal magnets,23.4B,77K,208,
Ceramic insulators & insulating fittings,23.4C,77I,209,
Ceramic sanitary fixtures,23.4D,81I,210,
Plaster & calcined dolomite,23.5A,27,211,
Cement & lime,23.5B,66minusP,212,
Ready-mixed concrete & mortars,23.6A,59,213,
"Articles of concrete, plaster & cement n.e.s",23.6B,66minusP,214,
Prefabricated buildings of concrete,23.6C,81I,215,
"Cut, shaped & finished stones",23.7,66minusP,216,
Tarred macadam,23.9A,27,217,
Bituminous mixtures,23.9B,33R,218,
Artificial corundum,23.9C,52,219,
Graphite preparations,23.9D,59,220,
Mineral manufactures n.e.s,23.9E,66minusP,221,
Wood & cork,24,2,222,
Remelting scrap ingots of iron or steel,24.1A,28,223,
Other basic iron & steel,24.1B,67,224,
"Non-cast steel tubes, pipes & hollow profiles",24.2,67,225,
Other cold drawn steel products,24.3A,67,226,
Sandwich panels of coated steel sheet,24.3B,69,227,
Processed non-ferrous metal ores,24.4A,28,228,
Processed nuclear fuel,24.4B,52,229,
Silver,24.4C,68S,230,
Non-ferrous metals n.e.s,24.4D,68minusS,231,
Non-ferrous metal products n.e.s,24.4E,69,232,
Platinum catalysts,24.4F,89K,233,
Non-monetary gold,24.4G,97,234,
Cast iron & steel tubes & pipes,24.5,67,235,
Pulp & waste paper,25,2,236,
Structural metal products,25.1A,69,237,
Prefrabricated buildings of metal,25.1B,81I,238,
"Metal tanks, reservoirs & containers",25.2A,69,239,
Central heating radiators & boilers,25.2B,81K,240,
Parts of central heating boilers,25.2C,81I,241,
Steam generators & nuclear reactors,25.3A,71MK,242,
Parts of steam generators & nuclear reactors,25.3B,71MI,243,
Weapons & ammunition,25.4,98,244,
"Cutlery, locks, hinges & tools",25.7A,69,245,
Moulds for metal foundry,25.7B,74K,246,
"Swords, bayonets etc",25.7C,98,247,
Fabricated metal products n.e.s,25.9A,69,248,
Ships'propellers,25.9B,74I,249,
Metal magnets,25.9C,77K,250,
Metal office equipment,25.9D,89K,251,
Metal office supplies,25.9E,89I,252,
Textile fibres,26,2,253,
Pick-up cartridges,26.1A,76I,254,
Multi-chip integrated circuits,26.1B,77K,255,
Electronic components & printed circuits,26.1C,77I,256,
Smart cards,26.1D,89K,257,
Computers & peripherals,26.2A,75K,258,
Parts of computers,26.2B,75I,259,
Computer monitors & projectors,26.2C,76K,260,
Solid-state non-volatile storage devices,26.2D,89OC,261,
Telephone & broadcasting equipment,26.3A,76K,262,
Parts of telephone & broadcasting equipment,26.3B,76I,263,
Burglar & fire alarms,26.3C,77K,264,
"Consumer radios, televisions etc",26.4A,76C,265,
Industrial sound & video equipment,26.4B,76K,266,
Parts of sound & video equipment,26.4C,76I,267,
Video game consoles,26.4D,89OC,268,
Navigating equipment,26.5A,76K,269,
Parts of navigating equipment,26.5B,76I,270,
Measuring & testing equipment,26.5C,87K,271,
Parts of measuring & testing equipment,26.5D,87I,272,
Consumer watches & clocks,26.5E,88C,273,
Industrial clocks,26.5F,88K,274,
Instrumental panel clocks and parts of watches & clocks,26.5G,88I,275,
Electrodiagnostic & radiological apparatus,26.6A,77K,276,
Parts of electrodiagnostic & radiological apparatus,26.6B,77I,277,
Hearing aids & pacemakers,26.6C,89OC,278,
Digital cameras,26.7A,76K,279,
Binoculars,26.7B,87C,280,
Other optical instruments,26.7C,87K,281,
Parts of optical instruments,26.7D,87I,282,
Cameras & other photographic equipment,26.7E,88C,283,
Cinematographic cameras & projectors,26.7F,88K,284,
Other optical goods,26.7G,88I,285,
Magnetic & optical media,26.8,89OC,286,
Crude minerals & fertilisers,27,2OCM,287,
Electric motors & generators,27.1A,71EK,288,
Parts of electric motors & generators,27.1B,71EI,289,
Electric power machinery,27.1C,77K,290,
"Parts of electric power machinery, electricity distribution & control apparatus",27.1D,77I,291,
Batteries,27.2A,77C,292,
Accumulators and parts of batteries & accumulators,27.2B,77I,293,
"Electronic & electric wires, cable trays for electrical circuites",27.3A,77I,294,
Optical fibre bundles,27.3B,88I,295,
"Plastic ducting, trunking & cable trays for electrical circuits",27.3C,89OC,296,
Filament light bulbs,27.4A,77C,297,
Non-filament bulbs,27.4B,77I,298,
Table & floor-standing lamps,27.4C,81C,299,
Other lamps,27.4D,81I,300,
Christmas lights,27.4E,89OC,301,
Non-electric domestic cookers & heaters,27.5A,69,302,
Domestic fans & ventilating hoods,27.5B,74C,303,
Non-electric water heaters,27.5C,74K,304,
Electric domestic appliances,27.5D,77C,305,
Non-electric vacuum cleaners,27.5E,77K,306,
Parts of electric domestic appliances,27.5F,77I,307,
Non-electric air heaters,27.5G,81K,308,
Electric soldering & welding machines,27.9A,73K,309,
Parts of electric soldering & welding machines,27.9B,73I,310,
Other electrical equipment,27.9C,77K,311,
Parts of other electrical equipment,27.9D,77I,312,
Metal ores & scrap,28,2,313,
Outboard motors,28.1A,71MC,314,
"Other engines, turbines, hydraulic & pneumatic motors",28.1B,71MK,315,
"Gas turbines and parts of engines, turbines & fluid power equipment",28.1C,71MI,316,
Pumps & compressors,28.1D,74K,317,
"Tapes, valves, bearings, gears etc",28.1E,74I,318,
Sheet-fed offset printing machinery,28.2A,72K,319,
"Buckets, shovels, grabs & grips for cranes & excavators",28.2B,72I,320,
Non-electric soldering & welding machines,28.2C,73K,321,
Parts of non-electric soldering & welding machines,28.2D,73I,322,
Self-contained air conditioning machines; household weighing machines,28.2E,74C,323,
General purpose machinery n.e.s,28.2F,74K,324,
Parts of general purpose machinery n.e.s,28.2G,74I,325,
Pocket calculators,28.2H,75C,326,
Other office machines,28.2I,75K,327,
Parts of office machines,28.2J,75I,328,
Dictating machines,28.2K,76K,329,
Electromechanical hand tools,28.2L,77K,330,
"Levels, tape measures etc",28.2M,87K,331,
Lawnmowers,28.3A,72C,332,
Agricultural machinery n.e.s,28.3B,72K,333,
Parts of agricultural machinery,28.3C,72I,334,
Agricultural spraying machinery,28.3D,74K,335,
Self-loading trailers for agriculture,28.3E,78K,336,
Specialised machine tools,28.4A,72K,337,
Parts of specialised machine tools,28.4B,72I,338,
Metal working tools,28.4C,73K,339,
"Parts of metal working tools, work holders & tool holders",28.4D,73I,340,
Electroplating machinery,28.4E,77K,341,
Household sewing machines,28.9A,72C,342,
Special purpose machinery n.e.s,28.9B,72K,343,
Parts of special purpose machinery n.e.s,28.9C,72I,344,
Machinery for metallurgy,28.9D,73K,345,
Parts of machines for metallurgy,28.9E,73I,346,
Special purpose machinery classified as general purpose in SITC,28.9F,74K,347,
Printers & fax machines not connected to computers,28.9G,75K,348,
Sun-tanning equipment,28.9H,77K,349,
Dumpers for off-highway use,28.9I,78K,350,
Aircraft launching gear,28.9J,792,351,
Machines for balancing mechanical parts,28.9K,87K,352,
"Fairground amusements, casino tables etc",28.9L,89K,353,
Other crude animal & vegetable materials,29,2OCM,354,
Internal combustion engines for motor vehicles,29.1A,71MI,355,
Cars,29.1B,78M,356,
Other road motor vehicles,29.1C,78K,357,
Caravans,29.2A,78C,358,
Other trailers,29.2B,78K,359,
Motor vehicle bodies and parts of trailers & other vehicles,29.2C,78I,360,
Electrical equipment for motor vehicles,29.3A,77I,361,
Other motor vehicle parts & accessories,29.3B,78I,362,
Seats for motor vehicles,29.3C,82I,363,
Other crude materials,2OCM,2,364,
Basic materials,2plus4,T,365,
Basic materials,2plus4,T14,366,
Basic materials,2plus4,TminusC,367,
Basic materials,2plus4,TminusE,368,
Basic materials,2plus4,TminusO,369,
Basic materials,2plus4,TminusOE,370,
Fish & shellfish,3,0,371,
Fuels,3,T,372,
Fuels,3,TminusE,373,
"Ships, boats & floating structures",30.1,793,374,
Railway vehicles & equipment,30.2A,791K,375,
Railway parts,30.2B,791I,376,
Aircraft engines,30.3A,71MI,377,
Aircraft,30.3B,792,378,
Seats for aircraft,30.3C,82I,379,
Military fighting vehicles,30.4,98,380,
"Motor cycles, bicyles & invalid carriage",30.9A,78C,381,
