Label,Notation,Parent Notation,Sort Priority,Description
Computer monitors & projectors,26.2C,76K,,
Solid-state non-volatile storage devices,26.2D,89OC,,
Telephone & broadcasting equipment,26.3A,76K,,
Parts of telephone & broadcasting equipment,26.3B,76I,,
Burglar & fire alarms,26.3C,77K,,
"Consumer radios, televisions etc",26.4A,76C,,
Industrial sound & video equipment,26.4B,76K,,
Parts of sound & video equipment,26.4C,76I,,
Video game consoles,26.4D,89OC,,
Navigating equipment,26.5A,76K,,
Parts of navigating equipment,26.5B,76I,,
Measuring & testing equipment,26.5C,87K,,
Parts of measuring & testing equipment,26.5D,87I,,
Consumer watches & clocks,26.5E,88C,,
Industrial clocks,26.5F,88K,,
Instrumental panel clocks and parts of watches & clocks,26.5G,88I,,
Electrodiagnostic & radiological apparatus,26.6A,77K,,
Parts of electrodiagnostic & radiological apparatus,26.6B,77I,,
Hearing aids & pacemakers,26.6C,89OC,,
Digital cameras,26.7A,76K,,
Binoculars,26.7B,87C,,
Other optical instruments,26.7C,87K,,
Parts of optical instruments,26.7D,87I,,
Cameras & other photographic equipment,26.7E,88C,,
Cinematographic cameras & projectors,26.7F,88K,,
Other optical goods,26.7G,88I,,
Magnetic & optical media,26.8,89OC,,
Crude minerals & fertilisers,27,2OCM,,
Electric motors & generators,27.1A,71EK,,
Parts of electric motors & generators,27.1B,71EI,,
Electric power machinery,27.1C,77K,,
"Parts of electric power machinery, electricity distribution & control apparatus",27.1D,77I,,
Batteries,27.2A,77C,,
Accumulators and parts of batteries & accumulators,27.2B,77I,,
"Electronic & electric wires, cable trays for electrical circuites",27.3A,77I,,
Optical fibre bundles,27.3B,88I,,
"Plastic ducting, trunking & cable trays for electrical circuits",27.3C,89OC,,
Filament light bulbs,27.4A,77C,,
Non-filament bulbs,27.4B,77I,,
Table & floor-standing lamps,27.4C,81C,,
Other lamps,27.4D,81I,,
Christmas lights,27.4E,89OC,,
Non-electric domestic cookers & heaters,27.5A,69,,
Domestic fans & ventilating hoods,27.5B,74C,,
Non-electric water heaters,27.5C,74K,,
Electric domestic appliances,27.5D,77C,,
Non-electric vacuum cleaners,27.5E,77K,,
Parts of electric domestic appliances,27.5F,77I,,
Non-electric air heaters,27.5G,81K,,
Electric soldering & welding machines,27.9A,73K,,
Parts of electric soldering & welding machines,27.9B,73I,,
Other electrical equipment,27.9C,77K,,
Parts of other electrical equipment,27.9D,77I,,
Metal ores & scrap,28,2,,
Outboard motors,28.1A,71MC,,
"Other engines, turbines, hydraulic & pneumatic motors",28.1B,71MK,,
"Gas turbines and parts of engines, turbines & fluid power equipment",28.1C,71MI,,
Pumps & compressors,28.1D,74K,,
"Tapes, valves, bearings, gears etc",28.1E,74I,,
Sheet-fed offset printing machinery,28.2A,72K,,
"Buckets, shovels, grabs & grips for cranes & excavators",28.2B,72I,,
Non-electric soldering & welding machines,28.2C,73K,,
Parts of non-electric soldering & welding machines,28.2D,73I,,
Self-contained air conditioning machines; household weighing machines,28.2E,74C,,
General purpose machinery n.e.s,28.2F,74K,,
Parts of general purpose machinery n.e.s,28.2G,74I,,
Pocket calculators,28.2H,75C,,
Other office machines,28.2I,75K,,
Parts of office machines,28.2J,75I,,
Dictating machines,28.2K,76K,,
Electromechanical hand tools,28.2L,77K,,
"Levels, tape measures etc",28.2M,87K,,
Lawnmowers,28.3A,72C,,
Agricultural machinery n.e.s,28.3B,72K,,
Parts of agricultural machinery,28.3C,72I,,
Agricultural spraying machinery,28.3D,74K,,
Self-loading trailers for agriculture,28.3E,78K,,
Specialised machine tools,28.4A,72K,,
Parts of specialised machine tools,28.4B,72I,,
Metal working tools,28.4C,73K,,
"Parts of metal working tools, work holders & tool holders",28.4D,73I,,
Electroplating machinery,28.4E,77K,,
Household sewing machines,28.9A,72C,,
Special purpose machinery n.e.s,28.9B,72K,,
Parts of special purpose machinery n.e.s,28.9C,72I,,
Machinery for metallurgy,28.9D,73K,,
Parts of machines for metallurgy,28.9E,73I,,
Special purpose machinery classified as general purpose in SITC,28.9F,74K,,
Printers & fax machines not connected to computers,28.9G,75K,,
Sun-tanning equipment,28.9H,77K,,
Dumpers for off-highway use,28.9I,78K,,
Aircraft launching gear,28.9J,792,,
Machines for balancing mechanical parts,28.9K,87K,,
"Fairground amusements, casino tables etc",28.9L,89K,,
Other crude animal & vegetable materials,29,2OCM,,
Internal combustion engines for motor vehicles,29.1A,71MI,,
Cars,29.1B,78M,,
Other road motor vehicles,29.1C,78K,,
Caravans,29.2A,78C,,
Other trailers,29.2B,78K,,
Motor vehicle bodies and parts of trailers & other vehicles,29.2C,78I,,
Electrical equipment for motor vehicles,29.3A,77I,,
Other motor vehicle parts & accessories,29.3B,78I,,
Seats for motor vehicles,29.3C,82I,,
Other crude materials,2OCM,2,,
Basic materials,2and4,T,,
Basic materials,2plus4,T,,
Basic materials,2plus4,T14,,
Basic materials,2plus4,TminusC,,
Basic materials,2plus4,TminusE,,
Basic materials,2plus4,TminusO,,
Basic materials,2plus4,TminusOE,,
Fuels,3,T,,
Fuels,3,TminusE,,
"Ships, boats & floating structures",30.1,793,,
Railway vehicles & equipment,30.2A,791K,,
Railway parts,30.2B,791I,,
Aircraft engines,30.3A,71MI,,
Aircraft,30.3B,792,,
Seats for aircraft,30.3C,82I,,
Military fighting vehicles,30.4,98,,
"Motor cycles, bicyles & invalid carriage",30.9A,78C,,
Vehicles not mechanically propelled,30.9B,78K,,
"Motor cycle, bicycle & invalid carriage parts & accessories",30.9C,78I,,
Baby carriages,30.9D,89OC,,
Household furniture,31.0A,82C,,
Office furniture,31.0B,82K,,
