Label,Notation,Parent Notation,Sort Priority,Description
agriculture-forestry-fishing,agriculture-forestry-fishing,,,
mining-quarrying-including-oil-and-gas-extraction,mining-quarrying-including-oil-and-gas-extraction,,,
manufacturing,manufacturing,,,
electricity-gas-steam-and-air,electricity-gas-steam-and-air,,,
water-supply-sewerage-etc,water-supply-sewerage-etc,,,
total-production,total-production,,,
construction,construction,,,
distribution-hotels-and-restaurants,distribution-hotels-and-restaurants,,,
transport-storage-and-communications,transport-storage-and-communications,,,
business-services-and-finance,business-services-and-finance,,,
government-other-services,government-other-services,,,
total-services,total-services,,,
gross-value-added-at-basic-prices,gross-value-added-at-basic-prices,,,
gross-value-added-excluding-oil-gas,gross-value-added-excluding-oil-gas,,,
wholesale-and-retail-trade,wholesale-and-retail-trade,,,
accommodation-and-food-services,accommodation-and-food-services,,,
financial-and-insurance-activities,financial-and-insurance-activities,,,
real-estate,real-estate,,,
professional-scientific-administration-and-support,professional-scientific-administration-and-support,,,
public-administration-national-defence-social-security,public-administration-national-defence-social-security,,,
education,education,,,
health-social-work,health-social-work,,,
other-services,other-services,,,
