Label,Notation,Parent Notation,Sort Priority
Total,TOTAL,,1
Total except actual rents,TOT_X_CP041_042,,2
All-items HICP,CP00,,3
Food and non-alcoholic beverages,CP01,,4
Food,CP011,CP01,5
Bread and cereals,CP0111,CP011,6
Rice,CP01111,CP0111,7
Long-grain rice (1 kg),CP01111A,CP01111,8
Flours and other cereals,CP01112,CP0111,9
Wheat flour (1 kg),CP01112A,CP01112,10
Cornflakes (1 kg),CP01112B,CP01112,11
Bread,CP01113,CP0111,12
"White bread, loaf (1 kg)",CP01113A,CP01113,13
Other bakery products,CP01114,CP0111,14
Pizza and quiche,CP01115,CP0111,15
"Pizza, frozen (500 g)",CP01115A,CP01115,16
Pasta products and couscous,CP01116,CP0111,17
"Pasta, without eggs (1 kg)",CP01116A,CP01116,18
Breakfast cereals,CP01117,CP0111,19
Other cereal products,CP01118,CP0111,20
Meat,CP0112,CP011,21
Beef and veal,CP01121,CP0112,22
"Beef, minced (1 kg)",CP01121A,CP01121,23
Pork,CP01122,CP0112,24
"Pork, cutlet (""escalope"") (1 kg)",CP01122A,CP01122,25
"Pork, loin chop (B2) (1 kg)",CP01122B,CP01122,26
Lamb and goat,CP01123,CP0112,27
Poultry,CP01124,CP0112,28
Whole chicken (1 kg),CP01124A,CP01124,29
"Chicken breast, fillets (1 kg)",CP01124B,CP01124,30
Other meats,CP01125,CP0112,31
"Dried, salted or smoked meat and edible meat offal",CP01126_01127,CP0112,32
Edible offal,CP01126,CP0112,33
"Dried, salted or smoked meat",CP01127,CP0112,34
"Sausage, Frankfurter/Wiener (1 kg)",CP01127A,CP01127,35
"Sausage, salami type (1 kg)",CP01127B,CP01127,36
Other meat preparations,CP01128,CP0112,37
Other preserved or processed meat and meat preparations,CP01128A,CP01128,38
"Other fresh, chilled or frozen edible meat",CP01128B,CP01128,39
Fish and seafood,CP0113,CP011,40
"Fresh, chilled or frozen fish",CP01131_01132,CP0113,41
Fresh or chilled fish,CP01131,CP0113,42
"Salmon, steak (1 kg)",CP01131A,CP01131,43
Frozen fish,CP01132,CP0113,44
"Fresh, chilled or frozen seafood",CP01133_01134,CP0113,45
Fresh or chilled seafood,CP01133,CP0113,46
Frozen seafood,CP01134,CP0113,47
"Dried, smoked or salted fish and seafood",CP01135,CP0113,48
Other preserved or processed fish and seafood and fish and seafood preparations,CP01136,CP0113,49
Tinned pink tuna (1 kg/net),CP01136A,CP01136,50
Fish fingers (500 g),CP01136B,CP01136,51
"Milk, cheese and eggs",CP0114,CP011,52
Whole milk,CP01141,CP0114,53
"Milk, fresh, unskimmed (1 l)",CP01141A,CP01141,54
Low fat milk,CP01142,CP0114,55
Preserved milk,CP01143,CP0114,56
Yoghurt,CP01144,CP0114,57
Natural yoghurt (1 kg/l),CP01144A,CP01144,58
Fruit yoghurt (1 kg/l),CP01144B,CP01144,59
Cheese and curd,CP01145,CP0114,60
"Cheese, Camembert type (1 kg)",CP01145A,CP01145,61
"Cheese, Gouda type (1 kg)",CP01145B,CP01145,62
Cream cheese (200 g),CP01145C,CP01145,63
Other milk products,CP01146,CP0114,64
Eggs,CP01147,CP0114,65
Chicken eggs (10 eggs),CP01147A,CP01147,66
Oils and fats,CP0115,CP011,67
Butter,CP01151,CP0115,68
"Butter, unsalted (250 g)",CP01151A,CP01151,69
Margarine and other vegetable fats,CP01152,CP0115,70
Margarine (250 g),CP01152A,CP01152,71
Olive oil,CP01153,CP0115,72
Olive oil (1 l),CP01153A,CP01153,73
Other edible oils,CP01154,CP0115,74
Vegetable oil (1 l),CP01154A,CP01154,75
Other edible animal fats,CP01155,CP0115,76
Fruit,CP0116,CP011,77
"Citrus fruits (fresh, chilled or frozen)",CP0116A,CP0116,78
"Bananas (fresh, chilled or frozen)",CP0116B,CP0116,79
"Apples (fresh, chilled or frozen)",CP0116C,CP0116,80
"Pears (fresh, chilled or frozen)",CP0116D,CP0116,81
"Stone fruits (fresh, chilled or frozen)",CP0116E,CP0116,82
"Berries (fresh, chilled or frozen)",CP0116F,CP0116,83
"Other fresh, chilled or frozen fruits",CP0116G,CP0116,84
Fresh or chilled fruit,CP01161,CP0116,85
Apples (1 kg),CP01161A,CP01161,86
Fresh bananas (1 kg),CP01161B,CP01161,87
Frozen fruit,CP01162,CP0116,88
Dried fruit and nuts,CP01163,CP0116,89
Preserved fruit and fruit-based products,CP01164,CP0116,90
Canned fruit (1 kg/net),CP01164A,CP01164,91
Vegetables,CP0117,CP011,92
"Leaf and stem vegetables (fresh, chilled or frozen)",CP0117A,CP0117,93
Cabbages (fresh or chilled),CP0117B,CP0117,94
"Vegetable grown for their fruit (fresh, chilled or frozen)",CP0117C,CP0117,95
"Root crops, non-starchy bulbs and mushrooms (fresh, chilled or frozen)",CP0117D,CP0117,96
Fresh or chilled vegetables other than potatoes and other tubers,CP01171,CP0117,97
Fresh carrots (1 kg),CP01171A,CP01171,98
"Fresh tomatoes, round (1 kg)",CP01171B,CP01171,99
Frozen vegetables other than potatoes and other tubers,CP01172,CP0117,100
"Dried vegetables, other preserved or processed vegetables",CP01173,CP0117,101
Tinned sweet corn (500 g/net),CP01173A,CP01173,102
Dried vegetables,CP01173B,CP01173,103
Other preserved or processed vegetables,CP01173C,CP01173,104
Potatoes,CP01174,CP0117,105
Potatoes (1 kg),CP01174A,CP01174,106
Frozen French fries (1 kg),CP01174B,CP01174,107
Crisps,CP01175,CP0117,108
"Potato crisps, single pack (200 g)",CP01175A,CP01175,109
Other tubers and products of tuber vegetables,CP01176,CP0117,110
"Sugar, jam, honey, chocolate and confectionery",CP0118,CP011,111
Sugar,CP01181,CP0118,112
White sugar (1 kg),CP01181A,CP01181,113
"Jams, marmalades and honey",CP01182,CP0118,114
Jam (1 kg),CP01182A,CP01182,115
Chocolate,CP01183,CP0118,116
"Chocolate, milk (1 kg)",CP01183A,CP01183,117
Confectionery products,CP01184,CP0118,118
Chewing gum (1 package),CP01184A,CP01184,119
Edible ices and ice cream,CP01185,CP0118,120
Ice cream (1 l),CP01185A,CP01185,121
Artificial sugar substitutes,CP01186,CP0118,122
Other sugar products,CP01186A,CP01186,123
Food products n.e.c.,CP0119,CP011,124
"Sauces, condiments",CP01191,CP0119,125
Tomato ketchup (1 kg),CP01191A,CP01191,126
"Salt, spices and culinary herbs",CP01192,CP0119,127
Mineral salt (1 kg),CP01192A,CP01192,128
Black pepper (100 g),CP01192B,CP01192,129
Baby food,CP01193,CP0119,130
"Baby food, meat base (500 g)",CP01193A,CP01193,131
Ready-made meals,CP01194,CP0119,132
Other food products n.e.c.,CP01199,CP0119,133
"Baker's yeast, dessert preparations, soups",CP01199A,CP01199,134
Non-alcoholic beverages,CP012,CP01,135
"Coffee, tea and cocoa",CP0121,CP012,136
Coffee,CP01211,CP0121,137
Coffee (1 kg),CP01211A,CP01211,138
Tea,CP01212,CP0121,139
Black tea (25 bags),CP01212A,CP01212,140
Cocoa and powdered chocolate,CP01213,CP0121,141
"Cocoa instant drink, powder (1 kg)",CP01213A,CP01213,142
"Mineral waters, soft drinks, fruit and vegetable juices",CP0122,CP012,143
Mineral or spring waters,CP01221,CP0122,144
"Mineral water, carbonated (1 l)",CP01221A,CP01221,145
"Mineral water, still (1 l)",CP01221B,CP01221,146
Soft drinks,CP01222,CP0122,147
"Carbonated drink, orange flavoured (1 l)",CP01222A,CP01222,148
Fruit and vegetables juices,CP01223,CP0122,149
Fruit juices,CP01223A,CP01223,150
Orange juice (1 l),CP01223B,CP01223,151
Vegetable juices,CP01223C,CP01223,152
"Alcoholic beverages, tobacco and narcotics",CP02,,153
Alcoholic beverages,CP021,CP02,154
Spirits,CP0211,CP021,155
Spirits and liqueurs,CP02111,CP0211,156
Vodka (1 l),CP02111A,CP02111,157
Alcoholic soft drinks,CP02112,CP0211,158
Wine,CP0212,CP021,159
Wine from grapes,CP02121,CP0212,160
Red wine (0.75 l),CP02121A,CP02121,161
White wine (0.75 l),CP02121B,CP02121,162
Wine from other fruits,CP02122,CP0212,163
Fortified wines,CP02123,CP0212,164
Wine-based drinks,CP02124,CP0212,165
Beer,CP0213,CP021,166
Lager beer,CP02131,CP0213,167
Beer (1 l),CP02131A,CP02131,168
Other alcoholic beer,CP02132,CP0213,169
Low and non-alcoholic beer,CP02133,CP0213,170
Beer-based drinks,CP02134,CP0213,171
Tobacco,CP022,CP02,172
Tobacco,CP0220,CP022,173
Cigarettes,CP02201,CP0220,174
Cigarettes (20 cigarettes),CP02201A,CP02201,175
Cigars,CP02202,CP0220,176
Other tobacco products,CP02203,CP0220,177
Narcotics,CP023,CP02,178
Narcotics,CP0230,CP023,179
Narcotics,CP02300,CP0230,180
Clothing and footwear,CP03,,181
Clothing,CP031,CP03,182
Clothing materials,CP0311,CP031,183
Clothing materials,CP03110,CP0311,184
Cotton (1 m2),CP03110A,CP03110,185
Garments,CP0312,CP031,186
Garments for men,CP03121,CP0312,187
"Men's suit, wool (1 suit)",CP03121A,CP03121,188
Men's trousers (1 piece),CP03121B,CP03121,189
Men's blue jeans (1 piece),CP03121C,CP03121,190
Men's shirt (1 piece),CP03121D,CP03121,191
"Men's T-shirt, short sleeves (1 piece)",CP03121E,CP03121,192
Men's boxer briefs (1 piece),CP03121F,CP03121,193
Garments for women,CP03122,CP0312,194
Ladies' top coat (1 piece),CP03122A,CP03122,195
"Ladies' blazer, woolmix (1 piece)",CP03122B,CP03122,196
"Ladies' straight trousers, synthetic (1 piece)",CP03122C,CP03122,197
Ladies' jeans (1 piece),CP03122D,CP03122,198
Ladies' skirt (1 piece),CP03122E,CP03122,199
Ladies' blouse (1 piece),CP03122F,CP03122,200
Ladies' T-shirt (1 piece),CP03122G,CP03122,201
Ladies' pullover (1 piece),CP03122H,CP03122,202
"Brassiere, push-up (1 piece)",CP03122I,CP03122,203
Tights (1 piece),CP03122J,CP03122,204
Ladies bikini (1 set),CP03122K,CP03122,205
Garments for infants (0 to 2 years) and children (3 to 13 years),CP03123,CP0312,206
Children' s jeans trousers (1 piece),CP03123A,CP03123,207
"Children' T-shirt, long sleeves (1 piece)",CP03123B,CP03123,208
Girls' skirt (1 piece),CP03123C,CP03123,209
Girls' tights (1 piece),CP03123D,CP03123,210
Boys' socks (1 pair),CP03123E,CP03123,211
Children' socks (1 pair),CP03123F,CP03123,212
Other articles of clothing and clothing accessories,CP0313,CP031,213
Other articles of clothing,CP03131,CP0313,214
Clothing accessories,CP03132,CP0313,215
"Cleaning, repair and hire of clothing",CP0314,CP031,216
Cleaning of clothing,CP03141,CP0314,217
Dry cleaning (1 service),CP03141A,CP03141,218
Repair and hire of clothing,CP03142,CP0314,219
Footwear,CP032,CP03,220
Shoes and other footwear; repair and hire of footwear,CP0321_0322,CP032,221
Shoes and other footwear,CP0321,CP032,222
Footwear for men,CP03211,CP0321,223
Men's lace-up shoes (1 pair),CP03211A,CP03211,224
Men's street shoes (1 pair),CP03211B,CP03211,225
Footwear for women,CP03212,CP0321,226
Ladies' conventional court shoes (1 pair),CP03212A,CP03212,227
Ladies' long boots (1 pair),CP03212B,CP03212,228
Footwear for infants and children,CP03213,CP0321,229
Children's sport shoes (1 pair),CP03213A,CP03213,230
Repair and hire of footwear,CP0322,CP032,231
Repair and hire of footwear,CP03220,CP0322,232
"Services, Cobbler (1 service)",CP03220A,CP03220,233
"Housing, water, electricity, gas and other fuels",CP04,,234
Actual rentals for housing,CP041,CP04,235
Actual rentals paid by tenants; other actual rentals,CP0411_0412,CP041,236
Actual rentals paid by tenants,CP0411,CP041,237
Actual rentals paid by tenants,CP04110,CP0411,238
Other actual rentals,CP0412,CP041,239
Actual rentals paid by tenants for secondary residences,CP04121,CP0412,240
Garage rentals and other rentals paid by tenants,CP04122,CP0412,241
Imputed rentals for housing,CP042,CP04,242
Imputed rentals of owner-occupiers,CP0421,CP042,243
Imputed rentals of owner-occupiers,CP04210,CP0421,244
Other imputed rentals,CP0422,CP042,245
Other imputed rentals,CP04220,CP0422,246
Maintenance and repair of the dwelling,CP043,CP04,247
Materials for the maintenance and repair of the dwelling,CP0431,CP043,248
Materials for the maintenance and repair of the dwelling,CP04310,CP0431,249
"Paint, indoor use (10 l)",CP04310A,CP04310,250
Silicone (300 ml),CP04310B,CP04310,251
Cement (25 kg),CP04310C,CP04310,252
Services for the maintenance and repair of the dwelling,CP0432,CP043,253
Services of plumbers,CP04321,CP0432,254
Services of electricians,CP04322,CP0432,255
Maintenance services for heating systems,CP04323,CP0432,256
Services of painters,CP04324,CP0432,257
Services of carpenters,CP04325,CP0432,258
Other services for maintenance and repair of the dwelling,CP04329,CP0432,259
Water supply and miscellaneous services relating to the dwelling,CP044,CP04,260
Water supply,CP0441,CP044,261
Water supply,CP04410,CP0441,262
Refuse collection,CP0442,CP044,263
Refuse collection,CP04420,CP0442,264
Sewerage collection,CP0443,CP044,265
Sewerage collection,CP04430,CP0443,266
Other services relating to the dwelling n.e.c.,CP0444,CP044,267
Maintenance charges in multi-occupied buildings,CP04441,CP0444,268
Security services,CP04442,CP0444,269
Other services related to dwelling,CP04449,CP0444,270
"Electricity, gas and other fuels",CP045,CP04,271
Electricity,CP0451,CP045,272
Electricity,CP04510,CP0451,273
Gas,CP0452,CP045,274
Natural gas and town gas,CP04521,CP0452,275
"Liquefied hydrocarbons (butane, propane, etc.)",CP04522,CP0452,276
Liquid fuels,CP0453,CP045,277
Liquid fuels,CP04530,CP0453,278
Solid fuels,CP0454,CP045,279
Coal,CP04541,CP0454,280
Other solid fuels,CP04549,CP0454,281
Heat energy,CP0455,CP045,282
Heat energy,CP04550,CP0455,283
"Furnishings, household equipment and routine household maintenance",CP05,,284
"Furniture and furnishings, carpets and other floor coverings",CP051,CP05,285
Furniture and furnishings,CP0511,CP051,286
Household furniture,CP05111,CP0511,287
"Double bed frame, pressboard (1 piece)",CP05111A,CP05111,288
Sofa set (1 set),CP05111B,CP05111,289
Kitchen table (1 piece),CP05111C,CP05111,290
Kitchen chair (1 piece),CP05111D,CP05111,291
Pocket spring mattress (1 piece),CP05111E,CP05111,292
Wardrobe (1 piece),CP05111F,CP05111,293
Armchair (1 piece),CP05111G,CP05111,294
Coffee table (1 piece),CP05111H,CP05111,295
Bookcase (1 piece),CP05111I,CP05111,296
Garden furniture,CP05112,CP0511,297
Lighting equipment,CP05113,CP0511,298
Table lamp (1 piece),CP05113A,CP05113,299
Other furniture and furnishings,CP05119,CP0511,300
Carpets and other floor coverings,CP0512,CP051,301
Carpet and rugs,CP05121,CP0512,302
Other floor coverings,CP05122,CP0512,303
Services of laying of fitted carpets and floor coverings,CP05123,CP0512,304
"Repair of furniture, furnishings and floor coverings",CP0513,CP051,305
"Repair of furniture, furnishings and floor coverings",CP05130,CP0513,306
Household textiles,CP052,CP05,307
Household textiles,CP0520,CP052,308
Furnishings fabrics and curtains,CP05201,CP0520,309
Curtain material (1 m2),CP05201A,CP05201,310
Bed linen,CP05202,CP0520,311
Duvet (1 piece),CP05202A,CP05202,312
Bedlinen (1 set),CP05202B,CP05202,313
Blanket (1 piece),CP05202C,CP05202,314
Table linen and bathroom linen,CP05203,CP0520,315
Towel (1 piece),CP05203A,CP05203,316
Repair of household textiles,CP05204,CP0520,317
Other household textiles,CP05209,CP0520,318
Household appliances,CP053,CP05,319
Major household appliances whether electric or not and small electric household appliances,CP0531_0532,CP053,320
Major household appliances whether electric or not,CP0531,CP053,321
"Refrigerators, freezers and fridge-freezers",CP05311,CP0531,322
